-0.041410927	-0.018306933	0.025537148	-0.047757532	0.02176018	-0.026761921	0.029821534	0.0012674948	-0.016518705	0.025944693	-0.046635333	0.008925759	-0.031289008	0.0013788538	0.030323137	-0.009206545
0.013550007	-0.004357368	-0.01585205	-0.031727433	-0.022036469	0.04612662	-0.042735256	0.018951576	-0.038800757	-0.016223328	0.015037669	0.026224632	-0.00083601166	-0.017419415	-0.014791053	0.029676203
-0.04953475	-0.0007663833	0.021312838	0.017369667	-0.04696615	0.02249074	-0.015083841	-0.018378187	0.04152557	0.042099465	0.045266945	0.046650004	0.014916153	0.06642684	-0.06956808	0.038642272
0.010042683	-0.056372177	0.0026311304	0.036860645	0.03728236	-0.009618171	0.035397865	-0.015625484	0.025020808	-0.022075655	-0.017021004	-0.012813024	-0.011630978	0.009508585	-0.0046050926	-0.02371789
0.017269094	0.03730596	0.028900089	0.020154934	-0.015623416	0.030918417	-0.034847543	0.012251705	-0.00455194	0.059688296	-0.025199512	-0.04915706	0.0210267	0.043046195	-0.0015213198	-0.025419548
-0.05329277	-0.0049083773	0.00040927625	0.048318554	0.025467198	-0.007899019	0.019180706	0.00907443	-0.037413385	-0.048376508	-0.04698313	-0.058629494	0.009284678	0.045780864	-0.011919457	-0.016520187
0.022424078	-0.04700275	0.03151108	0.039755717	0.015736008	0.016458431	-0.06780346	0.031203069	0.03936712	-0.010637681	-0.06655263	0.0068997038	0.05826743	-0.008389624	-0.0012863703	0.049549423
0.03677675	-0.02037639	0.029623022	0.019855997	-0.03764505	0.030110346	0.007853272	-0.0091149565	0.007243856	0.019448852	-0.010733925	-0.007007088	-0.019508272	0.022473194	0.052326202	-0.016645193
0.044955827	-0.037489187	0.0026042277	-0.0056106374	-0.0038901004	0.03616316	0.032222107	0.039336447	-0.05600439	-0.017135452	-0.01006238	-0.003909875	-0.069023766	0.009014321	0.018354794	0.12204037
0.017241545	-0.07489979	0.048743423	-0.018378554	0.019083979	0.07813175	-0.052815005	0.037343197	0.016678307	0.08028275	0.0042722696	0.008003564	0.05352579	0.011993175	-0.05154985	0.076628
-0.0011955944	-0.0075722123	-0.010289376	-0.02761386	0.014332556	-0.02281524	0.042281236	0.031568557	0.04554923	-0.018813735	-0.006512757	-0.016609464	0.08130821	0.05144019	-0.026501054	-0.01808929
-0.023189655	0.007966935	-0.06287266	0.04891871	0.009510565	0.04748584	0.1116393	0.05570378	0.03721876	-0.026216988	0.008202006	-0.062060907	0.032076806	-0.025426233	0.031162802	-0.0011961457
-0.0032442987	0.009513007	-0.013111994	-0.009218255	-0.016562534	-0.047249947	-0.04244164	0.032189965	0.063190214	0.0765606	0.013591151	-0.0015699319	0.0033094215	0.06134237	-0.006890354	0.019052688
0.062045515	0.058822438	-0.004866463	0.037539095	-0.06182963	-0.0034921188	0.029823773	-0.02423069	0.010448097	-0.0057712914	-0.030979855	0.047285568	-0.06626792	-0.030348223	0.021641154	-0.022329358
-0.04200338	-0.027630175	0.020404553	0.012402163	0.02564088	0.075613275	-0.038450252	0.030422583	0.06127429	-0.04140945	0.077503644	0.018827818	0.022519449	0.07359054	0.010199451	-0.049960595
0.0021640833	0.030989798	0.019756751	0.045797497	-0.002437815	-0.031268205	0.06289381	0.08924603	-0.015992811	-0.021677576	0.01295705	0.013054264	-0.009998834	0.011154061	0.024364421	-0.023663921
-0.06766776	0.033247065	-0.0019300219	-0.011182221	0.04218889	0.02845304	0.022176178	-0.042100556	-0.027947564	-0.056927454	0.046034474	-0.019136798	0.0039757304	0.09420107	-0.053299475	0.017356483
0.015884515	0.04836045	-0.017693229	0.04739207	0.08315885	0.049892295	0.01885503	0.019430986	0.008815703	-0.05038489	0.05290798	0.099663764	-0.012687316	0.056442272	-0.054097	-0.04981124
